lib	scope	class	kind	name	vis	category	feature	3.0	3.1	3.2	3.3	3.4	4.0	4.1	pattern	first_present
drb/acl	bundled	ACL::ACLEntry	i	match	pub	UNDOC(class-undoc)	drb/acl	X	X	X	X	X	X	X	all	3.0
drb/acl	bundled	ACL::ACLList	i	add	pub	UNDOC(class-undoc)	drb/acl	X	X	X	X	X	X	X	all	3.0
drb/acl	bundled	ACL::ACLList	i	match	pub	UNDOC(class-undoc)	drb/acl	X	X	X	X	X	X	X	all	3.0
socket	stdlib	Addrinfo	i	connect_internal	prot	UNDOC	socket	X	X	X	X	X	X	X	all	3.0
rexml	bundled	Array	i	dclone	pub	UNDOC	rexml/xpath_parser	X	-	-	-	-	-	-	all	3.0
mkmf	stdlib	Array	i	quote	pub	UNDOC	mkmf	X	X	X	X	X	X	X	all	3.0
benchmark	bundled	Benchmark	s	ms	pub	UNDOC	benchmark	-	-	-	-	-	X	X	all	4.0
benchmark	bundled	Benchmark::Report	i	width	pub	UNDOC	benchmark	-	-	-	-	X	X	X	all	3.4
benchmark	bundled	Benchmark::Tms	i	to_h	pub	UNDOC	benchmark	-	X	X	X	X	X	X	all	3.1
bigdecimal	bundled	BigDecimal	i	as_json	pub	UNDOC	json/add/bigdecimal	X	X	X	X	X	X	-	all	3.0
bigdecimal	bundled	BigDecimal	i	n_significant_digits	pub	UNDOC	-	X	X	X	X	X	X	X	all	3.0
bigdecimal	bundled	BigDecimal	i	precision	pub	UNDOC	-	X	X	X	X	X	X	X	all	3.0
bigdecimal	bundled	BigDecimal	i	precision_scale	pub	UNDOC	-	-	X	X	X	X	X	X	all	3.1
bigdecimal	bundled	BigDecimal	i	scale	pub	UNDOC	-	-	X	X	X	X	X	X	all	3.1
bigdecimal	bundled	BigDecimal	s	interpret_loosely	pub	UNDOC	-	X	X	X	X	X	X	X	all	3.0
bigdecimal	bundled	BigDecimal::Internal	s	coerce_to_bigdecimal	pub	UNDOC(class-undoc)	bigdecimal	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigDecimal::Internal	s	coerce_validate_prec	pub	UNDOC(class-undoc)	bigdecimal	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigDecimal::Internal	s	float_log	pub	UNDOC(class-undoc)	bigdecimal	-	-	-	-	-	-	X	all	4.1
bigdecimal	bundled	BigDecimal::Internal	s	infinity_computation_result	pub	UNDOC(class-undoc)	bigdecimal	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigDecimal::Internal	s	nan_computation_result	pub	UNDOC(class-undoc)	bigdecimal	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigDecimal::Internal	s	newton_loop	pub	UNDOC(class-undoc)	bigdecimal	-	-	-	-	-	-	X	all	4.1
bigdecimal	bundled	BigDecimal::Internal	s	taylor_sum_binary_splitting	pub	UNDOC(class-undoc)	bigdecimal	-	-	-	-	-	-	X	all	4.1
bigdecimal	bundled	BigDecimal::Internal	s	underflow_computation_result	pub	UNDOC(class-undoc)	bigdecimal	-	-	-	-	-	-	X	all	4.1
bigdecimal	bundled	BigMath	s	acos	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	acosh	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	asin	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	asinh	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	atan2	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	atanh	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	cbrt	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	cosh	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	erf	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	erfc	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	expm1	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	frexp	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	gamma	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	hypot	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	ldexp	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	lgamma	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	log10	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	log1p	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	log2	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	sinh	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	tan	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bigdecimal	bundled	BigMath	s	tanh	pub	UNDOC	bigdecimal/math	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler	s	URI	pub	UNDOC(class-undoc)	bundler/vendor/uri/lib/uri/common	X	X	X	X	-	-	-	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	app_cache	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	app_config_path	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	auto_install	pub	UNDOC(class-undoc)	bundler	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler	s	auto_switch	pub	UNDOC(class-undoc)	bundler	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler	s	bin_path	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	bundle_path	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	bundler_major_version	pub	UNDOC(class-undoc)	bundler/version	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	clean_env	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	clean_exec	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	clean_system	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	clear_gemspec_cache	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	configure	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	configure_custom_gemfile	pub	UNDOC(class-undoc)	bundler	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler	s	configure_gem_home_and_path	pub	UNDOC(class-undoc)	bundler	o	X	X	X	X	X	X	new-only	3.0
bundler	stdlib(no-method-docs)	Bundler	s	configured_bundle_path	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	create_bundle_path	pub	UNDOC(class-undoc)	bundler	-	-	X	X	X	X	X	all	3.2
bundler	stdlib(no-method-docs)	Bundler	s	current_ruby	pub	UNDOC(class-undoc)	bundler/current_ruby	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	default_bundle_dir	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	default_gemfile	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	default_lockfile	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	definition	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	environment	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	feature_flag	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	find_executable	pub	UNDOC(class-undoc)	bundler	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler	s	frozen_bundle?	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	gem_version	pub	UNDOC(class-undoc)	bundler/version	-	-	X	X	X	X	X	all	3.2
bundler	stdlib(no-method-docs)	Bundler	s	generic_local_platform	pub	UNDOC(class-undoc)	bundler	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler	s	git_present?	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	home	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	install_path	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	load	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	load_gemspec	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	load_gemspec_uncached	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	load_marshal	pub	UNDOC(class-undoc)	bundler	X	X	X	o	o	o	o	old-only	3.0
bundler	stdlib(no-method-docs)	Bundler	s	load_plugins	pub	UNDOC(class-undoc)	bundler	-	-	-	-	X	-	-	all	3.4
bundler	stdlib(no-method-docs)	Bundler	s	local_platform	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	locked_gems	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	mkdir_p	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	most_specific_locked_platform?	pub	UNDOC(class-undoc)	bundler	X	X	X	X	-	-	-	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	original_env	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	original_exec	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	original_system	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	preferred_gemfile_name	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	read_file	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	require	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	require_thor_actions	pub	UNDOC(class-undoc)	bundler/vendored_thor	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	requires_sudo?	pub	UNDOC(class-undoc)	bundler	X	X	-	-	-	-	-	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	reset!	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	reset_paths!	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	reset_rubygems!	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	reset_settings_and_root!	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	rm_rf	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	root	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	ruby_scope	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	rubygems	pub	UNDOC(class-undoc)	bundler/rubygems_integration	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	safe_load_marshal	pub	UNDOC(class-undoc)	bundler	-	-	X	X	X	X	X	all	3.2
bundler	stdlib(no-method-docs)	Bundler	s	self_manager	pub	UNDOC(class-undoc)	bundler	-	X	X	X	X	X	X	all	3.1
bundler	stdlib(no-method-docs)	Bundler	s	settings	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	setup	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	simulated_version	pub	UNDOC(class-undoc)	bundler/version	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler	s	specs_path	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	sudo	pub	UNDOC(class-undoc)	bundler	X	X	-	-	-	-	-	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	system_bindir	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	tmp	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	ui	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	ui=	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	unbundle_env!	pub	UNDOC(class-undoc)	bundler	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler	s	unbundled_env	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	unbundled_exec	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	unbundled_system	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	use_system_gems?	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	user_bundle_path	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	user_cache	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	user_home	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	verbose_version	pub	UNDOC(class-undoc)	bundler/version	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler	s	which	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	with_clean_env	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	with_original_env	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler	s	with_unbundled_env	pub	UNDOC(class-undoc)	bundler	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::APIResponseInvalidDependenciesError	i	status_code	pub	UNDOC(class-undoc)	bundler/errors	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::APIResponseMismatchError	i	status_code	pub	UNDOC(class-undoc)	bundler/errors	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::BuildMetadata	s	built_at	pub	UNDOC(class-undoc)	bundler/build_metadata	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::BuildMetadata	s	git_commit_sha	pub	UNDOC(class-undoc)	bundler/build_metadata	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::BuildMetadata	s	release?	pub	UNDOC(class-undoc)	bundler/build_metadata	X	X	X	X	X	-	-	all	3.0
bundler	stdlib(no-method-docs)	Bundler::BuildMetadata	s	timestamp	pub	UNDOC(class-undoc)	bundler/build_metadata	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::BuildMetadata	s	to_h	pub	UNDOC(class-undoc)	bundler/build_metadata	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::BundlerError	s	all_errors	pub	UNDOC(class-undoc)	bundler/errors	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::BundlerError	s	status_code	pub	UNDOC(class-undoc)	bundler/errors	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::CIDetector	s	ci?	pub	UNDOC(class-undoc)	bundler/ci_detector	-	-	-	X	X	X	X	all	3.3
bundler	stdlib(no-method-docs)	Bundler::CIDetector	s	ci_strings	pub	UNDOC(class-undoc)	bundler/ci_detector	-	-	-	X	X	X	X	all	3.3
bundler	stdlib(no-method-docs)	Bundler::CLI	i	add	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	binstubs	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	cache	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	check	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	clean	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	cli_help	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	config	pub	UNDOC(class-undoc)	bundler/vendor/thor/lib/thor	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	console	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	doctor	pub	UNDOC(class-undoc)	bundler/vendor/thor/lib/thor	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	env	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	fund	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	info	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	init	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	inject	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	install_or_cli_help	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CLI	i	issue	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	licenses	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	list	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	lock	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	outdated	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	platform	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	plugin	pub	UNDOC(class-undoc)	bundler/vendor/thor/lib/thor	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	pristine	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	remove	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	show	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	update	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	version	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	i	viz	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	s	aliases_for	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	s	all_aliases	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	s	check_deprecated_ext_option	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	-	-	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	s	check_invalid_ext_option	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CLI	s	default_command	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CLI	s	deprecated_ext_value?	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	-	-	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	s	dispatch	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	s	handle_no_command_error	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	s	invalid_ext_value?	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CLI	s	reformatted_help_args	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	s	source_root	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI	s	start	pub	UNDOC(class-undoc)	bundler/cli	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	ask_for_spec_from	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	clean_after_install?	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	configure_gem_version_promoter	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	default_gem_spec	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	ensure_all_gems_in_lockfile!	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	gem_not_found_message	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	output_cooldown_skipped_summary	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	output_fund_metadata_summary	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	output_post_install_messages	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	output_without_groups_message	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	patch_level_options	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	print_post_install_message	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	prune	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	select_spec	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	validate_cooldown!	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	verbalize_groups	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	X	X	X	all	3.4
bundler	stdlib(no-method-docs)	Bundler::CLI::Common	s	warn_invalid_cooldown_setting	pub	UNDOC(class-undoc)	bundler/cli/common	-	-	-	-	-	-	X	all	4.1
