lib	scope	class	typemark	name	category	3.0	3.1	3.2	3.3	3.4	4.0	4.1	pattern	first_present
irb/context	bundled	IRB::Context	#	debug_level=	no-method	X	X	X	X	X	X	X	all	3.0
irb/context	bundled	IRB::Context	#	workspace=	no-method	o	o	o	o	X	X	X	new-only	3.0
irb/ext/tracer	bundled	IRB::Context	#	use_tracer	no-class	o	X	X	X	X	X	X	new-only	3.0
irb/ext/tracer	bundled	IRB::Context	#	use_tracer=	no-class	o	o	o	o	X	X	X	new-only	3.0
irb/ext/tracer	bundled	IRB::Context	#	use_tracer?	no-class	o	X	X	X	X	X	X	new-only	3.0
irb/input-method	bundled	IRB::InputMethod	#	file_name	no-method	o	o	o	X	X	X	X	new-only	3.0
irb/input-method	bundled	IRB::InputMethod	#	readable_atfer_eof?	no-method	X	X	X	X	X	X	X	all	3.0
irb/input-method	bundled	IRB::ReadlineInputMethod	#	readable_atfer_eof?	no-method	X	X	X	X	X	X	X	all	3.0
irb/input-method	bundled	IRB::StdioInputMethod	#	readable_atfer_eof?	no-method	X	X	X	X	X	X	X	all	3.0
irb/magic-file	stdlib	IRB::MagicFile	.	ENCODING_SPEC_RE	no-method	X	X	X	-	-	-	-	all	3.0
json	stdlib	Class	#	json_creatable?	no-method	o	o	o	o	o	X	X	new-only	3.0
json	stdlib	JSON	.	create_id	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON	.	create_id=	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON	.#	fast_generate	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON	.#	fast_unparse	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON	.#	pretty_unparse	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON	.#	restore	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON	.#	unparse	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::Array	#	to_json	no-class	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::FalseClass	#	to_json	no-class	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::Float	#	to_json	no-class	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::Hash	#	to_json	no-class	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::Integer	#	to_json	no-class	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::NilClass	#	to_json	no-class	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::Object	#	to_json	no-class	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::String	#	to_json	no-class	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::String	#	to_json_raw	no-class	o	o	o	o	o	X	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::String	#	to_json_raw_object	no-class	o	o	o	o	o	X	X	new-only	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::String::Extend	.	json_create	no-method	X	X	X	X	X	-	-	all	3.0
json	stdlib	JSON::Ext::Generator::GeneratorMethods::TrueClass	#	to_json	no-class	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::State	#	[]	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	JSON::State	#	[]=	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	Kernel	#	j	no-method	o	o	o	o	o	o	X	new-only	3.0
json	stdlib	Kernel	#	jj	no-method	o	o	o	o	o	o	X	new-only	3.0
mutex_m	bundled	Mutex_m	#	lock	no-method	X	X	X	X	X	X	X	all	3.0
mutex_m	bundled	Mutex_m	#	locked?	no-method	X	X	X	X	X	X	X	all	3.0
mutex_m	bundled	Mutex_m	#	synchronize	no-method	X	X	X	X	X	X	X	all	3.0
mutex_m	bundled	Mutex_m	#	try_lock	no-method	X	X	X	X	X	X	X	all	3.0
mutex_m	bundled	Mutex_m	#	unlock	no-method	X	X	X	X	X	X	X	all	3.0
net/http	stdlib	Net::HTTPHeader	#	method	no-method	X	X	X	X	X	X	X	all	3.0
net/http	stdlib	Net::HTTPResponse	#	reader_header	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::DSS	.	digest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::DSS	.	hexdigest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::DSS	.	new	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::DSS1	.	digest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::DSS1	.	hexdigest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::DSS1	.	new	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::MD2	.	digest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::MD2	.	hexdigest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::MD2	.	new	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::MDC2	.	digest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::MDC2	.	hexdigest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::MDC2	.	new	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::SHA	.	digest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::SHA	.	hexdigest	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Digest::SHA	.	new	no-class	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Engine	#	cipher	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	#	cmds	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	#	ctrl_cmd	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	#	digest	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	#	finish	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	#	id	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	#	load_private_key	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	#	load_public_key	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	#	name	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	#	set_default	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	.	by_id	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	.	cleanup	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	.	engines	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::Engine	.	load	no-class	o	X	X	X	X	X	X	new-only	3.0
openssl	stdlib	OpenSSL::PKCS7::SignerInfo	#	name	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::DH	#	g=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::DH	#	p=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::DH	#	priv_key=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::DH	#	pub_key=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::DSA	#	g=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::DSA	#	p=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::DSA	#	priv_key=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::DSA	#	pub_key=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::DSA	#	q=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::RSA	#	d=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::RSA	#	dmp1=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::RSA	#	dmq1=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::RSA	#	e=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::RSA	#	iqmp=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::RSA	#	n=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::RSA	#	p=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::PKey::RSA	#	q=	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Random	.#	egd	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Random	.#	egd_bytes	no-method	X	X	X	X	X	X	X	all	3.0
openssl	stdlib	OpenSSL::Random	.#	pseudo_bytes	no-method	X	X	X	X	X	o	o	old-only	3.0
ostruct	bundled	OpenStruct	#	modifiable	no-method	X	X	X	X	X	X	X	all	3.0
ostruct	bundled	OpenStruct	#	new_ostruct_member	no-method	X	X	X	X	X	X	X	all	3.0
prism	stdlib	Prism::Node	#	copy	no-method	-	-	-	X	X	X	X	all	3.3
prism	stdlib	Prism::Node	#	deconstruct_keys	no-method	-	-	-	X	X	X	X	all	3.3
prism	stdlib	Prism::Node	#	each_child_node	no-method	-	-	-	-	-	X	o	old-only	4.0
prism	stdlib	Prism::Source	#	byte_offset	no-method	-	-	-	-	X	X	o	old-only	3.4
pstore	bundled	PStore::DummyMutex	#	synchronize	no-class	X	X	X	X	X	X	X	all	3.0
psych	stdlib	Kernel	#	y	no-method	X	X	X	X	X	X	X	all	3.0
rake	bundled	Rake::Cloneable	#	clone	no-method	X	X	X	X	X	X	X	all	3.0
rake	bundled	Rake::Cloneable	#	dup	no-method	X	X	X	X	X	X	X	all	3.0
rake	bundled	Rake::TaskManager	#	last_comment	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/code_object	bundled	RDoc::CodeObject	#	parent_file_name	no-method	o	o	o	o	o	X	X	new-only	3.0
rdoc/code_object	bundled	RDoc::CodeObject	#	remove_classes_and_modules	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/code_object	bundled	RDoc::CodeObject	#	remove_methods_etc	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/code_object/context	bundled	RDoc::Context	#	defined_in?	no-method	-	-	-	-	o	X	X	new-only	3.4
rdoc/code_object/context	bundled	RDoc::Context	#	each_attribute	no-method	-	-	-	-	o	X	X	new-only	3.4
rdoc/code_object/context	bundled	RDoc::Context	#	each_constant	no-method	-	-	-	-	o	X	X	new-only	3.4
rdoc/code_object/context	bundled	RDoc::Context	#	initialize_classes_and_modules	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/context	bundled	RDoc::Context	#	toplevel	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/context	bundled	RDoc::Context::Section	#	sequence	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/context	bundled	RDoc::Context::Section	#	set_comment	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/top_level	bundled	RDoc::TopLevel	#	file_absolute_name	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/top_level	bundled	RDoc::TopLevel	#	file_absolute_name=	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/top_level	bundled	RDoc::TopLevel	#	file_relative_name	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/top_level	bundled	RDoc::TopLevel	#	file_relative_name=	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/top_level	bundled	RDoc::TopLevel	#	file_stat	no-method	-	-	-	-	o	X	X	new-only	3.4
rdoc/code_object/top_level	bundled	RDoc::TopLevel	#	file_stat=	no-method	-	-	-	-	o	X	X	new-only	3.4
rdoc/code_object/top_level	bundled	RDoc::TopLevel	.	all_classes_and_modules	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/top_level	bundled	RDoc::TopLevel	.	find_class_named	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/code_object/top_level	bundled	RDoc::TopLevel	.	reset	no-method	-	-	-	-	X	X	X	all	3.4
rdoc/context	stdlib	RDoc::Context	#	initialize_classes_and_modules	no-method	X	X	X	X	-	-	-	all	3.0
rdoc/context	stdlib	RDoc::Context	#	toplevel	no-method	X	X	X	X	-	-	-	all	3.0
rdoc/context	stdlib	RDoc::Context::Section	#	sequence	no-method	X	X	X	X	-	-	-	all	3.0
rdoc/context	stdlib	RDoc::Context::Section	#	set_comment	no-method	X	X	X	X	-	-	-	all	3.0
rdoc/markdown	bundled	RDoc::Markdown	#	break_on_newline	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/markdown	bundled	RDoc::Markdown	#	css	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/markdown	bundled	RDoc::Markdown	#	definition_lists	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/markdown	bundled	RDoc::Markdown	#	github	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/markdown	bundled	RDoc::Markdown	#	html	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/markdown	bundled	RDoc::Markdown	#	notes	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/markup	bundled	RDoc::Markup	#	add_html	no-method	o	o	o	o	o	o	X	new-only	3.0
rdoc/markup	bundled	RDoc::Markup	#	add_special	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/markup	bundled	RDoc::Markup	#	add_word_pair	no-method	o	o	o	o	o	o	X	new-only	3.0
rdoc/markup	bundled	RDoc::Markup	#	attribute_manager	no-method	o	o	o	o	o	o	X	new-only	3.0
rdoc/markup	bundled	RDoc::Markup	#	content	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/markup	bundled	RDoc::Markup	#	get_line_types	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/markup/formatter	bundled	RDoc::Markup::Formatter	#	add_tag	no-method	o	o	o	o	o	o	X	new-only	3.0
rdoc/options	bundled	RDoc::Options	#	all_one_file	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/options	bundled	RDoc::Options	#	css	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/options	bundled	RDoc::Options	#	diagram	no-method	X	X	X	X	X	X	X	all	3.0
rdoc/options	bundled	RDoc::Options	#	extra_accessor_flags	no-method	X	X	X	X	X	X	X	all	3.0
