English	Kernel	$	ARGV	ok
English	Kernel	$	CHILD_STATUS	ok
English	Kernel	$	DEFAULT_INPUT	ok
English	Kernel	$	DEFAULT_OUTPUT	ok
English	Kernel	$	ERROR_INFO	ok
English	Kernel	$	ERROR_POSITION	ok
English	Kernel	$	FIELD_SEPARATOR	ok
English	Kernel	$	FS	ok
English	Kernel	$	IGNORECASE	ok
English	Kernel	$	INPUT_LINE_NUMBER	ok
English	Kernel	$	NR	ok
English	Kernel	$	INPUT_RECORD_SEPARATOR	ok
English	Kernel	$	RS	ok
English	Kernel	$	LAST_MATCH_INFO	ok
English	Kernel	$	LAST_PAREN_MATCH	ok
English	Kernel	$	LAST_READ_LINE	ok
English	Kernel	$	MATCH	ok
English	Kernel	$	OFS	ok
English	Kernel	$	OUTPUT_FIELD_SEPARATOR	ok
English	Kernel	$	ORS	ok
English	Kernel	$	OUTPUT_RECORD_SEPARATOR	ok
English	Kernel	$	PID	ok
English	Kernel	$	PROCESS_ID	ok
English	Kernel	$	POSTMATCH	ok
English	Kernel	$	PREMATCH	ok
Resolving dependencies...				lib-require-failed
Resolving dependencies...				lib-require-failed
abbrev	Abbrev	.#	abbrev	ok
abbrev	Array	#	abbrev	ok
base64	Base64	.#	decode64	ok
base64	Base64	.#	encode64	ok
base64	Base64	.#	strict_decode64	ok
base64	Base64	.#	strict_encode64	ok
base64	Base64	.#	urlsafe_decode64	ok
base64	Base64	.#	urlsafe_encode64	ok
benchmark	Benchmark	::	BENCHMARK_VERSION	ok
benchmark	Benchmark	::	CAPTION	ok
benchmark	Benchmark	::	FORMAT	ok
benchmark	Benchmark	.#	benchmark	ok
benchmark	Benchmark	.#	bm	ok
benchmark	Benchmark	.#	bmbm	ok
benchmark	Benchmark	.#	measure	ok
benchmark	Benchmark	.#	realtime	ok
benchmark	Benchmark::Job	#	item	ok
benchmark	Benchmark::Job	#	report	ok
benchmark	Benchmark::Job	#	list	ok
benchmark	Benchmark::Job	#	width	ok
benchmark	Benchmark::Job	.	new	ok
benchmark	Benchmark::Report	#	item	ok
benchmark	Benchmark::Report	#	report	ok
benchmark	Benchmark::Report	#	list	ok
benchmark	Benchmark::Report	.	new	ok
benchmark	Benchmark::Tms	::	CAPTION	ok
benchmark	Benchmark::Tms	::	FORMAT	ok
benchmark	Benchmark::Tms	#	*	ok
benchmark	Benchmark::Tms	#	+	ok
benchmark	Benchmark::Tms	#	-	ok
benchmark	Benchmark::Tms	#	/	ok
benchmark	Benchmark::Tms	#	add	ok
benchmark	Benchmark::Tms	#	add!	ok
benchmark	Benchmark::Tms	#	cstime	ok
benchmark	Benchmark::Tms	#	cutime	ok
benchmark	Benchmark::Tms	#	format	ok
benchmark	Benchmark::Tms	#	label	ok
benchmark	Benchmark::Tms	#	memberwise	ok
benchmark	Benchmark::Tms	#	real	ok
benchmark	Benchmark::Tms	#	stime	ok
benchmark	Benchmark::Tms	#	to_a	ok
benchmark	Benchmark::Tms	#	to_s	ok
benchmark	Benchmark::Tms	#	total	ok
benchmark	Benchmark::Tms	#	utime	ok
benchmark	Benchmark::Tms	.	new	ok
bigdecimal	BigDecimal	::	BASE	ok
bigdecimal	BigDecimal	::	EXCEPTION_ALL	ok
bigdecimal	BigDecimal	::	EXCEPTION_INFINITY	ok
