bucket	lib	class	type	name	3.03.13.23.33.44.0
always-ng	yaml/dbm	YAML::DBM	#	select	rrrrCC
always-ng	yaml/dbm	YAML::DBM	#	shift	rrrrCC
always-ng	yaml/dbm	YAML::DBM	#	store	rrrrCC
always-ng	yaml/dbm	YAML::DBM	#	to_a	rrrrCC
always-ng	yaml/dbm	YAML::DBM	#	to_hash	rrrrCC
always-ng	yaml/dbm	YAML::DBM	#	update	rrrrCC
always-ng	yaml/dbm	YAML::DBM	#	values	rrrrCC
always-ng	yaml/dbm	YAML::DBM	#	values_at	rrrrCC
always-ng	zlib	Zlib::GzipFile	#	path	XXXXXX
platform-const	etc	Etc	::	CS_POSIX_V7_THREADS_CFLAGS	XXXXXX
platform-const	etc	Etc	::	CS_POSIX_V7_THREADS_LDFLAGS	XXXXXX
platform-const	etc	Etc	::	PC_TIMESTAMP_RESOLUTION	XXXXXX
platform-const	etc	Etc	::	SC_CPUSET_SIZE	XXXXXX
platform-const	etc	Etc	::	SC_XOPEN_UUCP	XXXXXX
platform-const	socket	Socket	::	AF_ATM	XXXXXX
platform-const	socket	Socket	::	AF_CCITT	XXXXXX
platform-const	socket	Socket	::	AF_CHAOS	XXXXXX
platform-const	socket	Socket	::	AF_CNT	XXXXXX
platform-const	socket	Socket	::	AF_COIP	XXXXXX
platform-const	socket	Socket	::	AF_DATAKIT	XXXXXX
platform-const	socket	Socket	::	AF_DEC	XXXXXX
platform-const	socket	Socket	::	AF_DLI	XXXXXX
platform-const	socket	Socket	::	AF_E164	XXXXXX
platform-const	socket	Socket	::	AF_ECMA	XXXXXX
platform-const	socket	Socket	::	AF_HYLINK	XXXXXX
platform-const	socket	Socket	::	AF_IMPLINK	XXXXXX
platform-const	socket	Socket	::	AF_ISO	XXXXXX
platform-const	socket	Socket	::	AF_LAT	XXXXXX
platform-const	socket	Socket	::	AF_LINK	XXXXXX
platform-const	socket	Socket	::	AF_NATM	XXXXXX
platform-const	socket	Socket	::	AF_NDRV	XXXXXX
platform-const	socket	Socket	::	AF_NETBIOS	XXXXXX
platform-const	socket	Socket	::	AF_NETGRAPH	XXXXXX
platform-const	socket	Socket	::	AF_NS	XXXXXX
platform-const	socket	Socket	::	AF_OSI	XXXXXX
platform-const	socket	Socket	::	AF_PPP	XXXXXX
platform-const	socket	Socket	::	AF_PUP	XXXXXX
platform-const	socket	Socket	::	AF_SIP	XXXXXX
platform-const	socket	Socket	::	AF_SYSTEM	XXXXXX
platform-const	socket	Socket	::	AI_DEFAULT	XXXXXX
platform-const	socket	Socket	::	AI_MASK	XXXXXX
platform-const	socket	Socket	::	AI_V4MAPPED_CFG	XXXXXX
platform-const	socket	Socket	::	EAI_BADHINTS	XXXXXX
platform-const	socket	Socket	::	EAI_MAX	XXXXXX
platform-const	socket	Socket	::	EAI_PROTOCOL	XXXXXX
platform-const	socket	Socket	::	IFF_802_1Q_VLAN	XXXXXX
platform-const	socket	Socket	::	IFF_ALTPHYS	XXXXXX
platform-const	socket	Socket	::	IFF_BONDING	XXXXXX
platform-const	socket	Socket	::	IFF_BRIDGE_PORT	XXXXXX
platform-const	socket	Socket	::	IFF_CANTCHANGE	XXXXXX
platform-const	socket	Socket	::	IFF_CANTCONFIG	XXXXXX
platform-const	socket	Socket	::	IFF_DISABLE_NETPOLL	XXXXXX
platform-const	socket	Socket	::	IFF_DONT_BRIDGE	XXXXXX
platform-const	socket	Socket	::	IFF_DORMANT	XXXXXX
platform-const	socket	Socket	::	IFF_DRV_OACTIVE	XXXXXX
platform-const	socket	Socket	::	IFF_DRV_RUNNING	XXXXXX
platform-const	socket	Socket	::	IFF_DYING	XXXXXX
platform-const	socket	Socket	::	IFF_EBRIDGE	XXXXXX
platform-const	socket	Socket	::	IFF_ECHO	XXXXXX
platform-const	socket	Socket	::	IFF_ISATAP	XXXXXX
platform-const	socket	Socket	::	IFF_LINK0	XXXXXX
platform-const	socket	Socket	::	IFF_LINK1	XXXXXX
platform-const	socket	Socket	::	IFF_LINK2	XXXXXX
platform-const	socket	Socket	::	IFF_LIVE_ADDR_CHANGE	XXXXXX
platform-const	socket	Socket	::	IFF_LOWER_UP	XXXXXX
platform-const	socket	Socket	::	IFF_MACVLAN_PORT	XXXXXX
platform-const	socket	Socket	::	IFF_MASTER_8023AD	XXXXXX
platform-const	socket	Socket	::	IFF_MASTER_ALB	XXXXXX
platform-const	socket	Socket	::	IFF_MASTER_ARPMON	XXXXXX
platform-const	socket	Socket	::	IFF_MONITOR	XXXXXX
platform-const	socket	Socket	::	IFF_OACTIVE	XXXXXX
platform-const	socket	Socket	::	IFF_OVS_DATAPATH	XXXXXX
platform-const	socket	Socket	::	IFF_PPROMISC	XXXXXX
platform-const	socket	Socket	::	IFF_RENAMING	XXXXXX
platform-const	socket	Socket	::	IFF_ROUTE	XXXXXX
platform-const	socket	Socket	::	IFF_SIMPLEX	XXXXXX
platform-const	socket	Socket	::	IFF_SLAVE_INACTIVE	XXXXXX
platform-const	socket	Socket	::	IFF_SLAVE_NEEDARP	XXXXXX
platform-const	socket	Socket	::	IFF_SMART	XXXXXX
platform-const	socket	Socket	::	IFF_STATICARP	XXXXXX
platform-const	socket	Socket	::	IFF_SUPP_NOFCS	XXXXXX
platform-const	socket	Socket	::	IFF_TEAM_PORT	XXXXXX
platform-const	socket	Socket	::	IFF_TX_SKB_SHARING	XXXXXX
platform-const	socket	Socket	::	IFF_UNICAST_FLT	XXXXXX
platform-const	socket	Socket	::	IFF_VOLATILE	XXXXXX
platform-const	socket	Socket	::	IFF_WAN_HDLC	XXXXXX
platform-const	socket	Socket	::	IFF_XMIT_DST_RELEASE	XXXXXX
platform-const	socket	Socket	::	IPPROTO_BIP	XXXXXX
platform-const	socket	Socket	::	IPPROTO_EON	XXXXXX
platform-const	socket	Socket	::	IPPROTO_GGP	XXXXXX
platform-const	socket	Socket	::	IPPROTO_HELLO	XXXXXX
platform-const	socket	Socket	::	IPPROTO_MAX	XXXXXX
platform-const	socket	Socket	::	IPPROTO_ND	XXXXXX
platform-const	socket	Socket	::	IPPROTO_XTP	XXXXXX
platform-const	socket	Socket	::	IPV6_DONTFRAG	oooooX
platform-const	socket	Socket	::	IPV6_PATHMTU	oooooX
platform-const	socket	Socket	::	IPV6_RECVPATHMTU	oooooX
platform-const	socket	Socket	::	IPV6_USE_MIN_MTU	XXXXXX
platform-const	socket	Socket	::	IPX_TYPE	XXXXXX
platform-const	socket	Socket	::	IP_DONTFRAG	XXXXXX
platform-const	socket	Socket	::	IP_ONESBCAST	XXXXXX
platform-const	socket	Socket	::	IP_PORTRANGE	XXXXXX
platform-const	socket	Socket	::	IP_RECVDSTADDR	XXXXXX
platform-const	socket	Socket	::	IP_RECVIF	XXXXXX
platform-const	socket	Socket	::	IP_RECVSLLA	XXXXXX
platform-const	socket	Socket	::	IP_SENDSRCADDR	XXXXXX
platform-const	socket	Socket	::	LOCAL_CONNWAIT	XXXXXX
platform-const	socket	Socket	::	LOCAL_CREDS	XXXXXX
platform-const	socket	Socket	::	LOCAL_PEERCRED	XXXXXX
platform-const	socket	Socket	::	MSG_COMPAT	XXXXXX
platform-const	socket	Socket	::	MSG_EOF	XXXXXX
platform-const	socket	Socket	::	MSG_FLUSH	XXXXXX
platform-const	socket	Socket	::	MSG_HAVEMORE	XXXXXX
platform-const	socket	Socket	::	MSG_HOLD	XXXXXX
platform-const	socket	Socket	::	MSG_RCVMORE	XXXXXX
platform-const	socket	Socket	::	MSG_SEND	XXXXXX
platform-const	socket	Socket	::	PF_ATM	XXXXXX
platform-const	socket	Socket	::	PF_CCITT	XXXXXX
platform-const	socket	Socket	::	PF_CHAOS	XXXXXX
platform-const	socket	Socket	::	PF_CNT	XXXXXX
platform-const	socket	Socket	::	PF_COIP	XXXXXX
platform-const	socket	Socket	::	PF_DATAKIT	XXXXXX
platform-const	socket	Socket	::	PF_DEC	XXXXXX
platform-const	socket	Socket	::	PF_DLI	XXXXXX
platform-const	socket	Socket	::	PF_ECMA	XXXXXX
platform-const	socket	Socket	::	PF_HYLINK	XXXXXX
platform-const	socket	Socket	::	PF_IMPLINK	XXXXXX
platform-const	socket	Socket	::	PF_ISO	XXXXXX
platform-const	socket	Socket	::	PF_LAT	XXXXXX
platform-const	socket	Socket	::	PF_LINK	XXXXXX
platform-const	socket	Socket	::	PF_NATM	XXXXXX
platform-const	socket	Socket	::	PF_NDRV	XXXXXX
platform-const	socket	Socket	::	PF_NETBIOS	XXXXXX
platform-const	socket	Socket	::	PF_NETGRAPH	XXXXXX
platform-const	socket	Socket	::	PF_NS	XXXXXX
platform-const	socket	Socket	::	PF_OSI	XXXXXX
platform-const	socket	Socket	::	PF_PIP	XXXXXX
platform-const	socket	Socket	::	PF_PPP	XXXXXX
platform-const	socket	Socket	::	PF_PUP	XXXXXX
platform-const	socket	Socket	::	PF_RTIP	XXXXXX
platform-const	socket	Socket	::	PF_SIP	XXXXXX
platform-const	socket	Socket	::	PF_SYSTEM	XXXXXX
platform-const	socket	Socket	::	PF_XTP	XXXXXX
platform-const	socket	Socket	::	SCM_BINTIME	XXXXXX
platform-const	socket	Socket	::	SCM_CREDS	XXXXXX
platform-const	socket	Socket	::	SCM_UCRED	XXXXXX
platform-const	socket	Socket	::	SOL_ATALK	XXXXXX
platform-const	socket	Socket	::	SOL_AX25	XXXXXX
platform-const	socket	Socket	::	SOL_IPX	XXXXXX
platform-const	socket	Socket	::	SOPRI_BACKGROUND	XXXXXX
platform-const	socket	Socket	::	SOPRI_INTERACTIVE	XXXXXX
platform-const	socket	Socket	::	SOPRI_NORMAL	XXXXXX
platform-const	socket	Socket	::	SO_ACCEPTFILTER	XXXXXX
platform-const	socket	Socket	::	SO_ALLZONES	XXXXXX
platform-const	socket	Socket	::	SO_BINTIME	XXXXXX
platform-const	socket	Socket	::	SO_DONTTRUNC	XXXXXX
platform-const	socket	Socket	::	SO_MAC_EXEMPT	XXXXXX
platform-const	socket	Socket	::	SO_NKE	XXXXXX
platform-const	socket	Socket	::	SO_NOSIGPIPE	XXXXXX
platform-const	socket	Socket	::	SO_NREAD	XXXXXX
platform-const	socket	Socket	::	SO_RECVUCRED	XXXXXX
platform-const	socket	Socket	::	SO_USELOOPBACK	XXXXXX
platform-const	socket	Socket	::	SO_WANTMORE	XXXXXX
platform-const	socket	Socket	::	SO_WANTOOBFLAG	XXXXXX
platform-const	socket	Socket	::	TCP_NOOPT	XXXXXX
platform-const	socket	Socket	::	TCP_NOPUSH	XXXXXX
platform-const	socket	Socket::Constants	::	AF_ATM	XXXXXX
platform-const	socket	Socket::Constants	::	AF_CCITT	XXXXXX
platform-const	socket	Socket::Constants	::	AF_CHAOS	XXXXXX
platform-const	socket	Socket::Constants	::	AF_CNT	XXXXXX
platform-const	socket	Socket::Constants	::	AF_COIP	XXXXXX
platform-const	socket	Socket::Constants	::	AF_DATAKIT	XXXXXX
platform-const	socket	Socket::Constants	::	AF_DEC	XXXXXX
platform-const	socket	Socket::Constants	::	AF_DLI	XXXXXX
platform-const	socket	Socket::Constants	::	AF_E164	XXXXXX
platform-const	socket	Socket::Constants	::	AF_ECMA	XXXXXX
platform-const	socket	Socket::Constants	::	AF_HYLINK	XXXXXX
platform-const	socket	Socket::Constants	::	AF_IMPLINK	XXXXXX
platform-const	socket	Socket::Constants	::	AF_ISO	XXXXXX
platform-const	socket	Socket::Constants	::	AF_LAT	XXXXXX
platform-const	socket	Socket::Constants	::	AF_LINK	XXXXXX
platform-const	socket	Socket::Constants	::	AF_NATM	XXXXXX
platform-const	socket	Socket::Constants	::	AF_NDRV	XXXXXX
platform-const	socket	Socket::Constants	::	AF_NETBIOS	XXXXXX
platform-const	socket	Socket::Constants	::	AF_NETGRAPH	XXXXXX
platform-const	socket	Socket::Constants	::	AF_NS	XXXXXX
platform-const	socket	Socket::Constants	::	AF_OSI	XXXXXX
platform-const	socket	Socket::Constants	::	AF_PPP	XXXXXX
platform-const	socket	Socket::Constants	::	AF_PUP	XXXXXX
platform-const	socket	Socket::Constants	::	AF_SIP	XXXXXX
platform-const	socket	Socket::Constants	::	AF_SYSTEM	XXXXXX
platform-const	socket	Socket::Constants	::	AI_DEFAULT	XXXXXX
platform-const	socket	Socket::Constants	::	AI_MASK	XXXXXX
platform-const	socket	Socket::Constants	::	AI_V4MAPPED_CFG	XXXXXX
platform-const	socket	Socket::Constants	::	EAI_BADHINTS	XXXXXX
platform-const	socket	Socket::Constants	::	EAI_MAX	XXXXXX
platform-const	socket	Socket::Constants	::	EAI_PROTOCOL	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_802_1Q_VLAN	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_ALTPHYS	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_BONDING	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_BRIDGE_PORT	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_CANTCHANGE	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_CANTCONFIG	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_DISABLE_NETPOLL	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_DONT_BRIDGE	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_DORMANT	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_DRV_OACTIVE	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_DRV_RUNNING	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_DYING	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_EBRIDGE	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_ECHO	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_ISATAP	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_LINK0	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_LINK1	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_LINK2	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_LIVE_ADDR_CHANGE	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_LOWER_UP	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_MACVLAN_PORT	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_MASTER_8023AD	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_MASTER_ALB	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_MASTER_ARPMON	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_MONITOR	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_OACTIVE	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_OVS_DATAPATH	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_PPROMISC	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_RENAMING	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_ROUTE	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_SIMPLEX	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_SLAVE_INACTIVE	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_SLAVE_NEEDARP	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_SMART	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_STATICARP	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_SUPP_NOFCS	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_TEAM_PORT	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_TX_SKB_SHARING	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_UNICAST_FLT	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_VOLATILE	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_WAN_HDLC	XXXXXX
platform-const	socket	Socket::Constants	::	IFF_XMIT_DST_RELEASE	XXXXXX
platform-const	socket	Socket::Constants	::	IPPROTO_BIP	XXXXXX
platform-const	socket	Socket::Constants	::	IPPROTO_EON	XXXXXX
platform-const	socket	Socket::Constants	::	IPPROTO_GGP	XXXXXX
platform-const	socket	Socket::Constants	::	IPPROTO_HELLO	XXXXXX
platform-const	socket	Socket::Constants	::	IPPROTO_MAX	XXXXXX
platform-const	socket	Socket::Constants	::	IPPROTO_ND	XXXXXX
platform-const	socket	Socket::Constants	::	IPPROTO_XTP	XXXXXX
platform-const	socket	Socket::Constants	::	IPV6_DONTFRAG	oooooX
platform-const	socket	Socket::Constants	::	IPV6_PATHMTU	oooooX
platform-const	socket	Socket::Constants	::	IPV6_RECVPATHMTU	oooooX
platform-const	socket	Socket::Constants	::	IPV6_USE_MIN_MTU	XXXXXX
platform-const	socket	Socket::Constants	::	IPX_TYPE	XXXXXX
platform-const	socket	Socket::Constants	::	IP_DONTFRAG	XXXXXX
platform-const	socket	Socket::Constants	::	IP_ONESBCAST	XXXXXX
platform-const	socket	Socket::Constants	::	IP_PORTRANGE	XXXXXX
platform-const	socket	Socket::Constants	::	IP_RECVDSTADDR	XXXXXX
platform-const	socket	Socket::Constants	::	IP_RECVIF	XXXXXX
platform-const	socket	Socket::Constants	::	IP_RECVSLLA	XXXXXX
platform-const	socket	Socket::Constants	::	IP_SENDSRCADDR	XXXXXX
platform-const	socket	Socket::Constants	::	LOCAL_CONNWAIT	XXXXXX
platform-const	socket	Socket::Constants	::	LOCAL_CREDS	XXXXXX
platform-const	socket	Socket::Constants	::	LOCAL_PEERCRED	XXXXXX
platform-const	socket	Socket::Constants	::	MSG_COMPAT	XXXXXX
platform-const	socket	Socket::Constants	::	MSG_EOF	XXXXXX
platform-const	socket	Socket::Constants	::	MSG_FLUSH	XXXXXX
platform-const	socket	Socket::Constants	::	MSG_HAVEMORE	XXXXXX
platform-const	socket	Socket::Constants	::	MSG_HOLD	XXXXXX
platform-const	socket	Socket::Constants	::	MSG_RCVMORE	XXXXXX
platform-const	socket	Socket::Constants	::	MSG_SEND	XXXXXX
platform-const	socket	Socket::Constants	::	PF_ATM	XXXXXX
platform-const	socket	Socket::Constants	::	PF_CCITT	XXXXXX
platform-const	socket	Socket::Constants	::	PF_CHAOS	XXXXXX
platform-const	socket	Socket::Constants	::	PF_CNT	XXXXXX
platform-const	socket	Socket::Constants	::	PF_COIP	XXXXXX
platform-const	socket	Socket::Constants	::	PF_DATAKIT	XXXXXX
platform-const	socket	Socket::Constants	::	PF_DEC	XXXXXX
platform-const	socket	Socket::Constants	::	PF_DLI	XXXXXX
platform-const	socket	Socket::Constants	::	PF_ECMA	XXXXXX
platform-const	socket	Socket::Constants	::	PF_HYLINK	XXXXXX
platform-const	socket	Socket::Constants	::	PF_IMPLINK	XXXXXX
platform-const	socket	Socket::Constants	::	PF_ISO	XXXXXX
platform-const	socket	Socket::Constants	::	PF_LAT	XXXXXX
platform-const	socket	Socket::Constants	::	PF_LINK	XXXXXX
platform-const	socket	Socket::Constants	::	PF_NATM	XXXXXX
platform-const	socket	Socket::Constants	::	PF_NDRV	XXXXXX
platform-const	socket	Socket::Constants	::	PF_NETBIOS	XXXXXX
platform-const	socket	Socket::Constants	::	PF_NETGRAPH	XXXXXX
platform-const	socket	Socket::Constants	::	PF_NS	XXXXXX
platform-const	socket	Socket::Constants	::	PF_OSI	XXXXXX
platform-const	socket	Socket::Constants	::	PF_PIP	XXXXXX
platform-const	socket	Socket::Constants	::	PF_PPP	XXXXXX
platform-const	socket	Socket::Constants	::	PF_PUP	XXXXXX
platform-const	socket	Socket::Constants	::	PF_RTIP	XXXXXX
platform-const	socket	Socket::Constants	::	PF_SIP	XXXXXX
platform-const	socket	Socket::Constants	::	PF_SYSTEM	XXXXXX
platform-const	socket	Socket::Constants	::	PF_XTP	XXXXXX
platform-const	socket	Socket::Constants	::	SCM_BINTIME	XXXXXX
platform-const	socket	Socket::Constants	::	SCM_CREDS	XXXXXX
platform-const	socket	Socket::Constants	::	SCM_UCRED	XXXXXX
platform-const	socket	Socket::Constants	::	SOL_ATALK	XXXXXX
platform-const	socket	Socket::Constants	::	SOL_AX25	XXXXXX
platform-const	socket	Socket::Constants	::	SOL_IPX	XXXXXX
platform-const	socket	Socket::Constants	::	SOPRI_BACKGROUND	XXXXXX
platform-const	socket	Socket::Constants	::	SOPRI_INTERACTIVE	XXXXXX
platform-const	socket	Socket::Constants	::	SOPRI_NORMAL	XXXXXX
platform-const	socket	Socket::Constants	::	SO_ACCEPTFILTER	XXXXXX
platform-const	socket	Socket::Constants	::	SO_ALLZONES	XXXXXX
platform-const	socket	Socket::Constants	::	SO_BINTIME	XXXXXX
platform-const	socket	Socket::Constants	::	SO_DONTTRUNC	XXXXXX
platform-const	socket	Socket::Constants	::	SO_MAC_EXEMPT	XXXXXX
platform-const	socket	Socket::Constants	::	SO_NKE	XXXXXX
platform-const	socket	Socket::Constants	::	SO_NOSIGPIPE	XXXXXX
platform-const	socket	Socket::Constants	::	SO_NREAD	XXXXXX
platform-const	socket	Socket::Constants	::	SO_RECVUCRED	XXXXXX
platform-const	socket	Socket::Constants	::	SO_USELOOPBACK	XXXXXX
platform-const	socket	Socket::Constants	::	SO_WANTMORE	XXXXXX
platform-const	socket	Socket::Constants	::	SO_WANTOOBFLAG	XXXXXX
platform-const	socket	Socket::Constants	::	TCP_NOOPT	XXXXXX
platform-const	socket	Socket::Constants	::	TCP_NOPUSH	XXXXXX
