1.8.7	IO	i	close_write
1.8.7	IO	i	closed?
1.8.7	IO	i	each
1.8.7	IO	i	each_byte
1.8.7	IO	i	each_char
1.8.7	IO	i	eof
1.8.7	IO	i	fcntl
1.8.7	IO	i	fileno
1.8.7	IO	i	flush
1.8.7	IO	i	fsync
1.8.7	IO	i	getbyte
1.8.7	IO	i	getc
1.8.7	IO	i	gets
1.8.7	IO	i	ioctl
1.8.7	IO	i	isatty
1.8.7	IO	i	lineno
1.8.7	IO	i	lineno=
1.8.7	IO	i	lines
1.8.7	IO	i	pid
1.8.7	IO	i	pos
1.8.7	IO	i	pos=
1.8.7	IO	i	print
1.8.7	IO	i	printf
1.8.7	IO	i	putc
1.8.7	IO	i	puts
1.8.7	IO	i	read
1.8.7	IO	i	read_nonblock
1.8.7	IO	i	readbyte
1.8.7	IO	i	readchar
1.8.7	IO	i	readline
1.8.7	IO	i	readlines
1.8.7	IO	i	readpartial
1.8.7	IO	i	reopen
1.8.7	IO	i	rewind
1.8.7	IO	i	seek
1.8.7	IO	i	stat
1.8.7	IO	i	sync
1.8.7	IO	i	sync=
1.8.7	IO	i	sysread
1.8.7	IO	i	sysseek
1.8.7	IO	i	syswrite
1.8.7	IO	i	to_io
1.8.7	IO	i	ungetc
1.8.7	IO	i	write
1.8.7	IO	i	write_nonblock
1.8.7	IO	s	for_fd
1.8.7	IO	s	foreach
1.8.7	IO	s	pipe
1.8.7	IO	s	popen
1.8.7	IO	s	read
1.8.7	IO	s	readlines
1.8.7	IO	s	select
1.8.7	IO	s	sysopen
1.8.7	Integer	i	chr
1.8.7	Integer	i	downto
1.8.7	Integer	i	even?
1.8.7	Integer	i	integer?
1.8.7	Integer	i	next
1.8.7	Integer	i	odd?
1.8.7	Integer	i	ord
1.8.7	Integer	i	pred
1.8.7	Integer	i	times
1.8.7	Integer	i	to_i
1.8.7	Integer	i	to_s
1.8.7	Integer	i	upto
1.8.7	Integer	s	induced_from
1.8.7	Kernel	m	Array
1.8.7	Kernel	m	Float
1.8.7	Kernel	m	Integer
1.8.7	Kernel	m	String
1.8.7	Kernel	m	__method__
1.8.7	Kernel	m	`
1.8.7	Kernel	m	abort
1.8.7	Kernel	m	at_exit
1.8.7	Kernel	m	autoload
1.8.7	Kernel	m	autoload?
1.8.7	Kernel	m	binding
1.8.7	Kernel	m	block_given?
