#class	1.8.6	1.8.7	1.9.1	1.9.2	1.9.3	2.0.0	2.1	2.2	2.3	2.4	2.5	2.6	2.7	3.0	3.1	3.2	3.3	3.4	4.0	first	last	superclass
Errno::EMLINK	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EMSGSIZE	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EMULTIHOP	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENAMETOOLONG	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENAVAIL	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENETDOWN	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENETRESET	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENETUNREACH	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENFILE	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOANO	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOBUFS	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOCSI	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENODATA	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENODEV	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOENT	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOEXEC	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOKEY	-	-	-	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.9.2	4.0	SystemCallError
Errno::ENOLCK	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOLINK	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOMEDIUM	-	-	-	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.9.2	4.0	SystemCallError
Errno::ENOMEM	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOMSG	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENONET	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOPKG	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOPROTOOPT	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOSPC	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOSR	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOSTR	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOSYS	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOTBLK	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOTCONN	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOTDIR	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOTEMPTY	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOTNAM	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOTRECOVERABLE	-	-	-	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.9.2	4.0	SystemCallError
Errno::ENOTSOCK	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOTSUP	-	-	-	-	-	-	-	-	-	-	-	class	class	class	class	class	class	class	class	2.6	4.0	SystemCallError
Errno::ENOTTY	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENOTUNIQ	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ENXIO	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EOPNOTSUPP	class	class	class	class	class	class	class	class	class	class	class	-	-	-	-	-	-	-	-	1.8.6	2.5	SystemCallError
Errno::EOVERFLOW	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EOWNERDEAD	-	-	-	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.9.2	4.0	SystemCallError
Errno::EPERM	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EPFNOSUPPORT	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EPIPE	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EPROTO	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EPROTONOSUPPORT	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EPROTOTYPE	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ERANGE	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EREMCHG	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EREMOTE	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EREMOTEIO	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ERESTART	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ERFKILL	-	-	-	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.9.2	4.0	SystemCallError
Errno::EROFS	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ESHUTDOWN	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ESOCKTNOSUPPORT	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ESPIPE	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ESRCH	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ESRMNT	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ESTALE	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ESTRPIPE	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ETIME	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ETIMEDOUT	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ETOOMANYREFS	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::ETXTBSY	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EUCLEAN	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EUNATCH	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EUSERS	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EXDEV	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::EXFULL	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	SystemCallError
Errno::NOERROR	-	-	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.9.1	4.0	SystemCallError
Exception	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	Object
FalseClass	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	Object
Fiber	-	-	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.9.1	4.0	Object
FiberError	-	-	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.9.1	4.0	StandardError
File	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	IO
File::Constants	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	1.8.6	4.0	-
File::Stat	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	Object
FileTest	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	module	1.8.6	4.0	-
Fixnum	class	class	class	class	class	class	class	class	class	-	-	-	-	-	-	-	-	-	-	1.8.6	2.3	Integer
Float	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	Numeric
FloatDomainError	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	class	1.8.6	4.0	RangeError
FrozenError	-	-	-	-	-	-	-	-	-	-	class	class	class	class	class	class	class	class	class	2.5	4.0	RuntimeError
