class	kind	method	file	line	since_attr	until_attr	real_first	real_last	real_via	db_first	db_last	current_since_badge	current_until_badge	expected_since	expected_until	verdict	note
Encoding::Converter	i	source_encoding	Encoding__Converter.md	118	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	destination_encoding	Encoding__Converter.md	129	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	convpath	Encoding__Converter.md	140	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	replacement	Encoding__Converter.md	156	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	replacement=	Encoding__Converter.md	170	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	convert	Encoding__Converter.md	182	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	last_error	Encoding__Converter.md	214	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	finish	Encoding__Converter.md	227	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	primitive_convert	Encoding__Converter.md	241	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	overloads:4;ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	primitive_errinfo	Encoding__Converter.md	302	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	insert_output	Encoding__Converter.md	366	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Encoding::Converter	i	putback	Encoding__Converter.md	397	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	overloads:2;ladder-gap-1.9.1-1.9.3
Enumerable	i	all?	Enumerable.md	13	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:3
Enumerable	i	any?	Enumerable.md	47	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:3
Enumerable	i	chain	Enumerable.md	75	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerable	i	collect	Enumerable.md	86	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	map	Enumerable.md	87	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	each_with_index	Enumerable.md	103	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	find	Enumerable.md	137	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	detect	Enumerable.md	138	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	find_all	Enumerable.md	162	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	select	Enumerable.md	163	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	filter	Enumerable.md	164	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	overloads:2
Enumerable	i	filter_map	Enumerable.md	184	-	-	2.7	4.0	direct	2.7.0	4.1	2.7.0	none	2.7.0	none	OK	overloads:2
Enumerable	i	grep	Enumerable.md	197	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	grep_v	Enumerable.md	216	-	-	2.3	4.0	direct	2.3.0	4.1	2.3.0	none	2.3.0	none	OK	overloads:2
Enumerable	i	inject	Enumerable.md	232	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:3
Enumerable	i	reduce	Enumerable.md	235	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:3
Enumerable	i	member?	Enumerable.md	275	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Enumerable	i	include?	Enumerable.md	276	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Enumerable	i	max	Enumerable.md	289	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:4
Enumerable	i	max_by	Enumerable.md	353	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:4
Enumerable	i	min	Enumerable.md	427	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:4
Enumerable	i	min_by	Enumerable.md	492	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:4
Enumerable	i	partition	Enumerable.md	520	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	reject	Enumerable.md	533	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	sort	Enumerable.md	549	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	sort_by	Enumerable.md	575	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	to_a	Enumerable.md	643	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Enumerable	i	entries	Enumerable.md	644	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Enumerable	i	to_h	Enumerable.md	658	-	-	2.1	4.0	direct	2.1.0	4.1	2.1.0	none	2.1.0	none	OK	overloads:2
Enumerable	i	zip	Enumerable.md	675	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Enumerable	i	each_slice	Enumerable.md	709	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:3
Enumerable	i	each_cons	Enumerable.md	735	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:3
Enumerable	i	count	Enumerable.md	764	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:3
Enumerable	i	cycle	Enumerable.md	788	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:2
Enumerable	i	drop	Enumerable.md	809	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	
Enumerable	i	drop_while	Enumerable.md	822	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:2
Enumerable	i	find_index	Enumerable.md	834	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:3
Enumerable	i	first	Enumerable.md	861	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:2
Enumerable	i	group_by	Enumerable.md	880	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:2
Enumerable	i	minmax	Enumerable.md	891	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:2
Enumerable	i	minmax_by	Enumerable.md	909	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:2
Enumerable	i	none?	Enumerable.md	930	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:3
Enumerable	i	one?	Enumerable.md	958	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:3
Enumerable	i	take	Enumerable.md	985	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	
Enumerable	i	take_while	Enumerable.md	998	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:2
Enumerable	i	reverse_each	Enumerable.md	1013	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	overloads:2
Enumerable	i	each_with_object	Enumerable.md	1031	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	overloads:2;ladder-gap-1.9.1-1.9.3
Enumerable	i	flat_map	Enumerable.md	1047	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	overloads:2
Enumerable	i	collect_concat	Enumerable.md	1048	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	overloads:2
Enumerable	i	chunk	Enumerable.md	1062	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	
Enumerable	i	chunk_while	Enumerable.md	1179	-	-	2.3	4.0	direct	2.3.0	4.1	2.3.0	none	2.3.0	none	OK	
Enumerable	i	each_entry	Enumerable.md	1221	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	overloads:2
Enumerable	i	slice_before	Enumerable.md	1247	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	overloads:2
Enumerable	i	slice_after	Enumerable.md	1311	-	-	2.2	4.0	direct	2.2.0	4.1	2.2.0	none	2.2.0	none	OK	overloads:2
Enumerable	i	slice_when	Enumerable.md	1353	-	-	2.2	4.0	direct	2.2.0	4.1	2.2.0	none	2.2.0	none	OK	
Enumerable	i	lazy	Enumerable.md	1406	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerable	i	sum	Enumerable.md	1445	-	-	2.4	4.0	direct	2.4.0	4.1	2.4.0	none	2.4.0	none	OK	overloads:2
Enumerable	i	tally	Enumerable.md	1473	-	-	2.7	4.0	direct	2.7.0	4.1	2.7.0	none	2.7.0	none	OK	overloads:2
Enumerable	i	uniq	Enumerable.md	1500	-	-	2.4	4.0	direct	2.4.0	4.1	2.4.0	none	2.4.0	none	OK	overloads:2
Enumerable	i	compact	Enumerable.md	1522	-	-	3.1	4.0	direct	3.1	4.1	3.1	none	3.1	none	OK	
Enumerable	i	to_set	Enumerable.md	1541	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	overloads:2
Enumerator	s	new	Enumerator.md	44	-	-	1.9.1	4.0	new-via-initialize	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	new-via-initialize;ladder-gap-1.9.1-1.9.3
Enumerator	s	produce	Enumerator.md	84	-	-	2.7	4.0	direct	2.7.0	4.1	2.7.0	none	2.7.0	none	OK	overloads:2
Enumerator	s	product	Enumerator.md	157	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	overloads:2
Enumerator	i	+	Enumerator.md	188	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator	i	each	Enumerator.md	199	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	overloads:4;ladder-gap-1.9.1-1.9.3
Enumerator	i	next	Enumerator.md	250	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Enumerator	i	feed	Enumerator.md	305	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	
Enumerator	i	next_values	Enumerator.md	336	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	
Enumerator	i	peek	Enumerator.md	393	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	
Enumerator	i	peek_values	Enumerator.md	417	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	
Enumerator	i	rewind	Enumerator.md	461	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Enumerator	i	with_index	Enumerator.md	481	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	overloads:2;ladder-gap-1.9.1-1.9.3
Enumerator	i	with_object	Enumerator.md	510	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	overloads:2;ladder-gap-1.9.1-1.9.3
Enumerator	i	size	Enumerator.md	539	2.0.0	-	2.0.0	4.0	direct	1.9.3	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::ArithmeticSequence	i	begin	Enumerator__ArithmeticSequence.md	15	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::ArithmeticSequence	i	end	Enumerator__ArithmeticSequence.md	21	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::ArithmeticSequence	i	exclude_end?	Enumerator__ArithmeticSequence.md	55	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::ArithmeticSequence	i	step	Enumerator__ArithmeticSequence.md	59	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::ArithmeticSequence	i	first	Enumerator__ArithmeticSequence.md	63	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	overloads:2
Enumerator::ArithmeticSequence	i	last	Enumerator__ArithmeticSequence.md	70	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	overloads:2
Enumerator::ArithmeticSequence	i	inspect	Enumerator__ArithmeticSequence.md	77	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::ArithmeticSequence	i	==	Enumerator__ArithmeticSequence.md	81	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::ArithmeticSequence	i	hash	Enumerator__ArithmeticSequence.md	91	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::ArithmeticSequence	i	each	Enumerator__ArithmeticSequence.md	97	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	overloads:2
Enumerator::ArithmeticSequence	i	size	Enumerator__ArithmeticSequence.md	104	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::Chain	s	new	Enumerator__Chain.md	13	-	-	2.6	4.0	new-via-initialize	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	new-via-initialize
Enumerator::Chain	i	each	Enumerator__Chain.md	25	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	overloads:2
Enumerator::Chain	i	inspect	Enumerator__Chain.md	33	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::Chain	i	rewind	Enumerator__Chain.md	37	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::Chain	i	size	Enumerator__Chain.md	44	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::Generator	i	each	Enumerator__Generator.md	10	1.9.1	-	1.9.1	4.0	direct	3.0	4.1	1.9.1	none	1.9.1	none	OK	
Enumerator::Lazy	s	new	Enumerator__Lazy.md	52	-	-	2.0.0	4.0	new-via-initialize	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	new-via-initialize
Enumerator::Lazy	i	map	Enumerator__Lazy.md	82	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	collect	Enumerator__Lazy.md	83	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	flat_map	Enumerator__Lazy.md	99	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	collect_concat	Enumerator__Lazy.md	100	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	select	Enumerator__Lazy.md	126	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	find_all	Enumerator__Lazy.md	127	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	filter	Enumerator__Lazy.md	128	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Enumerator::Lazy	i	filter_map	Enumerator__Lazy.md	144	-	-	2.7	4.0	direct	2.7.0	4.1	2.7.0	none	2.7.0	none	OK	
Enumerator::Lazy	i	reject	Enumerator__Lazy.md	160	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	grep	Enumerator__Lazy.md	176	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	grep_v	Enumerator__Lazy.md	189	-	-	2.3	4.0	direct	2.3.0	4.1	2.3.0	none	2.3.0	none	OK	
Enumerator::Lazy	i	zip	Enumerator__Lazy.md	202	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	overloads:2
Enumerator::Lazy	i	take	Enumerator__Lazy.md	219	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	take_while	Enumerator__Lazy.md	240	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	overloads:2
Enumerator::Lazy	i	drop	Enumerator__Lazy.md	255	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	drop_while	Enumerator__Lazy.md	273	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	eager	Enumerator__Lazy.md	287	-	-	2.7	4.0	direct	2.7.0	4.1	2.7.0	none	2.7.0	none	OK	
Enumerator::Lazy	i	lazy	Enumerator__Lazy.md	305	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Enumerator::Lazy	i	chunk	Enumerator__Lazy.md	315	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	overloads:2
Enumerator::Lazy	i	slice_before	Enumerator__Lazy.md	330	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	overloads:3
Enumerator::Lazy	i	slice_after	Enumerator__Lazy.md	346	-	-	2.2	4.0	direct	2.2.0	4.1	2.2.0	none	2.2.0	none	OK	overloads:2
Enumerator::Lazy	i	slice_when	Enumerator__Lazy.md	361	-	-	2.2	4.0	direct	2.2.0	4.1	2.2.0	none	2.2.0	none	OK	
Enumerator::Lazy	i	force	Enumerator__Lazy.md	375	2.3.0	-	2.3	4.0	direct	2.0.0	4.1	2.3.0	none	2.3.0	none	OK	
Enumerator::Lazy	i	to_enum	Enumerator__Lazy.md	390	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	overloads:2
Enumerator::Lazy	i	enum_for	Enumerator__Lazy.md	391	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	overloads:2
Enumerator::Lazy	i	chunk_while	Enumerator__Lazy.md	430	2.3.0	-	2.3	4.0	inherited:Enumerable	2.4.0	4.1	2.3.0	none	2.3.0	none	OK	last-resolved-via:direct;inherited:Enumerable
Enumerator::Lazy	i	uniq	Enumerator__Lazy.md	437	-	-	2.4	4.0	direct	2.4.0	4.1	2.4.0	none	2.4.0	none	OK	overloads:2
Enumerator::Lazy	i	with_index	Enumerator__Lazy.md	442	2.0.0	-	2.0.0	4.0	inherited:Enumerator	2.7.0	4.1	2.0.0	none	2.0.0	none	OK	last-resolved-via:direct;overloads:2;inherited:Enumerator
Enumerator::Lazy	i	compact	Enumerator__Lazy.md	461	-	-	3.1	4.0	direct	3.1	4.1	3.1	none	3.1	none	OK	
Enumerator::Product	s	new	Enumerator__Product.md	27	-	-	3.2	4.0	new-via-initialize	3.2	4.1	3.2	none	3.2	none	OK	new-via-initialize
Enumerator::Product	i	each	Enumerator__Product.md	43	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	overloads:2
Enumerator::Product	i	inspect	Enumerator__Product.md	66	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
Enumerator::Product	i	rewind	Enumerator__Product.md	75	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
Enumerator::Product	i	size	Enumerator__Product.md	82	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
Enumerator::Yielder	i	<<	Enumerator__Yielder.md	10	1.9.1	-	1.9.1	4.0	direct	2.5.0	4.1	1.9.1	none	1.9.1	none	OK	
Enumerator::Yielder	i	to_proc	Enumerator__Yielder.md	34	-	-	2.7	4.0	direct	2.7.0	4.1	2.7.0	none	2.7.0	none	OK	
Enumerator::Yielder	i	yield	Enumerator__Yielder.md	58	1.9.1	-	1.9.1	4.0	direct	2.5.0	4.1	1.9.1	none	1.9.1	none	OK	
Exception	s	new	Exception.md	10	-	-	1.8.6	4.0	new-via-initialize	1.8.7	4.1	none	none	none	none	OK	new-via-initialize
Exception	s	exception	Exception.md	11	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Exception	s	to_tty?	Exception.md	29	-	-	2.5	4.0	direct	2.5.0	4.1	2.5.0	none	2.5.0	none	OK	
Exception	i	exception	Exception.md	37	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Exception	i	backtrace	Exception.md	55	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Exception	i	backtrace_locations	Exception.md	93	-	-	2.1	4.0	direct	2.1.0	4.1	2.1.0	none	2.1.0	none	OK	
Exception	i	message	Exception.md	126	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Exception	i	to_s	Exception.md	127	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Exception	i	set_backtrace	Exception.md	139	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Exception	i	inspect	Exception.md	167	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Exception	i	==	Exception.md	179	EMPTY	-	1.8.6	4.0	inherited:Kernel	1.9.3	4.1	none	none	none	none	OK	last-resolved-via:direct;inherited:Kernel
Exception	i	cause	Exception.md	229	-	-	2.1	4.0	direct	2.1.0	4.1	2.1.0	none	2.1.0	none	OK	
Exception	i	full_message	Exception.md	246	-	-	2.5	4.0	direct	2.5.0	4.1	2.5.0	none	2.5.0	none	OK	
Exception	i	detailed_message	Exception.md	287	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
FalseClass	i	&	FalseClass.md	12	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
FalseClass	i	|	FalseClass.md	34	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
FalseClass	i	^	FalseClass.md	56	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
FalseClass	i	to_s	FalseClass.md	78	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
FalseClass	i	inspect	FalseClass.md	79	EMPTY	-	1.8.6	4.0	inherited:Kernel	2.0.0	4.1	none	none	none	none	OK	last-resolved-via:direct;inherited:Kernel
Fiber	s	current	Fiber.current.md	1	-	-	3.1	4.0	direct	3.1	4.1	3.1	none	3.1	none	OK	
Fiber	s	new	Fiber.md	141	-	-	1.9.1	4.0	new-via-initialize	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	overloads:2;new-via-initialize;ladder-gap-1.9.1-1.9.3
Fiber	s	yield	Fiber.md	189	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Fiber	s	[]	Fiber.md	212	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
Fiber	s	[]=	Fiber.md	235	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
Fiber	s	blocking	Fiber.md	266	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
Fiber	s	blocking?	Fiber.md	289	-	-	3.0	4.0	direct	3.0	4.1	3.0	none	3.0	none	OK	
Fiber	s	current_scheduler	Fiber.md	305	-	-	3.1	4.0	direct	3.1	4.1	3.1	none	3.1	none	OK	
Fiber	s	schedule	Fiber.md	316	-	-	3.0	4.0	direct	3.0	4.1	3.0	none	3.0	none	OK	
Fiber	s	scheduler	Fiber.md	333	-	-	3.0	4.0	direct	3.0	4.1	3.0	none	3.0	none	OK	
Fiber	s	set_scheduler	Fiber.md	347	-	-	3.0	4.0	direct	3.0	4.1	3.0	none	3.0	none	OK	
Fiber	i	transfer	Fiber.transfer.md	1	-	-	3.1	4.0	direct	3.1	4.1	3.1	none	3.1	none	OK	
Fiber	i	alive?	Fiber.alive_p.md	1	-	-	3.1	4.0	direct	3.1	4.1	3.1	none	3.1	none	OK	
Fiber	i	raise	Fiber.md	370	-	-	1.9.1	4.0	inherited:Kernel	2.7.0	4.1	2.7.0	none	1.9.1	none	MISMATCH_SINCE	last-resolved-via:direct;overloads:3;inherited:Kernel;db-late
Fiber	i	resume	Fiber.md	413	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Fiber	i	backtrace	Fiber.md	441	-	-	3.0	4.0	direct	3.0	4.1	3.0	none	3.0	none	OK	overloads:4
Fiber	i	backtrace_locations	Fiber.md	491	-	-	3.0	4.0	direct	3.0	4.1	3.0	none	3.0	none	OK	overloads:4
Fiber	i	blocking?	Fiber.md	512	-	-	3.0	4.0	direct	3.0	4.1	3.0	none	3.0	none	OK	
Fiber	i	kill	Fiber.md	527	-	-	3.3	4.0	direct	3.3	4.1	3.3	none	3.3	none	OK	
Fiber	i	storage	Fiber.md	561	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
Fiber	i	storage=	Fiber.md	562	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
File	s	atime	File.md	15	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
File	s	ctime	File.md	27	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
