class	kind	method	file	line	since_attr	until_attr	real_first	real_last	real_via	db_first	db_last	current_since_badge	current_until_badge	expected_since	expected_until	verdict	note
Integer	i	modulo	Integer.md	626	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	remainder	Integer.md	641	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	divmod	Integer.md	661	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	fdiv	Integer.md	670	-	-	1.8.7	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	INFO_1_8_7	alias-union:Bignum,Fixnum
Integer	i	ceildiv	Integer.md	689	-	-	3.2	4.0	alias-union:Bignum,Fixnum	3.2	4.1	3.2	none	3.2	none	OK	alias-union:Bignum,Fixnum
Integer	i	**	Integer.md	717	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	pow	Integer.md	718	-	-	2.5	4.0	alias-union:Bignum,Fixnum	2.5.0	4.1	2.5.0	none	2.5.0	none	OK	overloads:2;alias-union:Bignum,Fixnum
Integer	i	abs	Integer.md	770	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	magnitude	Integer.md	771	-	-	1.9.1	4.0	alias-union:Bignum,Fixnum	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	alias-union:Bignum,Fixnum;ladder-gap-1.9.1-1.9.3
Integer	i	==	Integer.md	781	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	===	Integer.md	782	EMPTY	-	1.8.6	4.0	inherited:Kernel	1.9.3	4.1	none	none	none	none	OK	last-resolved-via:alias-union:Bignum,Fixnum;inherited:Kernel
Integer	i	<	Integer.md	801	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	<=	Integer.md	825	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	>	Integer.md	851	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	>=	Integer.md	876	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	~	Integer.md	902	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	|	Integer.md	914	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	&	Integer.md	927	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	^	Integer.md	940	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	[]	Integer.md	953	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	overloads:3;alias-union:Bignum,Fixnum
Integer	i	<<	Integer.md	999	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	>>	Integer.md	1012	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	size	Integer.md	1028	-	-	1.8.6	4.0	alias-union:Bignum,Fixnum	1.8.7	4.1	none	none	none	none	OK	alias-union:Bignum,Fixnum
Integer	i	bit_length	Integer.md	1039	-	-	2.1	4.0	alias-union:Bignum,Fixnum	2.1.0	4.1	2.1.0	none	2.1.0	none	OK	alias-union:Bignum,Fixnum
Integer	i	allbits?	Integer.md	1066	-	-	2.5	4.0	alias-union:Bignum,Fixnum	2.5.0	4.1	2.5.0	none	2.5.0	none	OK	alias-union:Bignum,Fixnum
Integer	i	anybits?	Integer.md	1084	-	-	2.5	4.0	alias-union:Bignum,Fixnum	2.5.0	4.1	2.5.0	none	2.5.0	none	OK	alias-union:Bignum,Fixnum
Integer	i	nobits?	Integer.md	1102	-	-	2.5	4.0	alias-union:Bignum,Fixnum	2.5.0	4.1	2.5.0	none	2.5.0	none	OK	alias-union:Bignum,Fixnum
Kernel	o	exit	functions.md	3	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	exit!	functions.md	42	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	abort	functions.md	73	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	`	functions.md	125	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	system	functions.md	149	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:4
Kernel	o	spawn	functions.md	247	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	overloads:4;ladder-gap-1.9.1-1.9.3
Kernel	o	exec	functions.md	556	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:4
Kernel	o	fork	functions.md	645	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	syscall	functions.md	695	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	open	functions.md	722	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	select	functions.md	831	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	test	functions.md	844	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	load	functions.md	945	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	require	functions.md	978	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	require_relative	functions.md	1016	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	
Kernel	o	autoload	functions.md	1057	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	autoload?	functions.md	1085	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	set_trace_func	functions.md	1115	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	caller	functions.md	1217	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:3
Kernel	o	caller_locations	functions.md	1281	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	overloads:2
Kernel	o	gets	functions.md	1337	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	readline	functions.md	1378	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	readlines	functions.md	1414	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	putc	functions.md	1450	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	p	functions.md	1484	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	pp	functions_pp.md	1	-	-	2.5	4.0	direct	2.5.0	4.1	2.5.0	none	2.5.0	none	OK	
Kernel	o	print	functions.md	1519	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	puts	functions.md	1553	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	warn	functions.md	1584	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	Array	functions.md	1632	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	Float	functions.md	1651	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	Integer	functions.md	1702	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	String	functions.md	1755	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	at_exit	functions.md	1778	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	loop	functions.md	1805	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	sleep	functions.md	1837	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	block_given?	functions.md	1867	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	iterator?	functions.md	1868	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	catch	functions.md	1888	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	throw	functions.md	1918	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	rand	functions.md	1955	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	srand	functions.md	1995	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	global_variables	functions.md	2045	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	local_variables	functions.md	2055	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	sub	functions.md	2079	-	-	1.8.6	1.8.7	direct	1.8.7	4.1	none	none	none	1.9.1	MISMATCH_UNTIL	overloads:2;until-mismatch
Kernel	o	gsub	functions.md	2106	-	-	1.8.6	1.8.7	direct	1.8.7	4.1	none	none	none	1.9.1	MISMATCH_UNTIL	overloads:3;until-mismatch
Kernel	o	chop	functions.md	2132	-	-	1.8.6	1.8.7	direct	1.8.7	4.1	none	none	none	1.9.1	MISMATCH_UNTIL	until-mismatch
Kernel	o	chomp	functions.md	2159	-	-	1.8.6	1.8.7	direct	1.8.7	4.1	none	none	none	1.9.1	MISMATCH_UNTIL	until-mismatch
Kernel	o	trap	functions.md	2187	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	trace_var	functions.md	2202	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:3
Kernel	o	untrace_var	functions.md	2237	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	raise	functions.md	2265	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:3
Kernel	o	fail	functions.md	2266	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:3
Kernel	o	printf	functions.md	2352	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	sprintf	functions.md	2385	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	format	functions.md	2386	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	binding	functions.md	2396	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	eval	functions.md	2411	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Kernel	o	proc	functions.md	2449	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	lambda	functions.md	2450	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Kernel	o	__method__	functions.md	2482	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	
Kernel	o	__callee__	functions.md	2499	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Kernel	o	Complex	functions.md	2518	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	overloads:2;ladder-gap-1.9.1-1.9.3
Kernel	o	Rational	functions.md	2555	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Kernel	o	Hash	functions.md	2635	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
Kernel	o	__dir__	functions.md	2652	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
KeyError	s	new	KeyError.md	13	1.9.1	-	1.9.1	4.0	inherited-new-via-initialize:Exception	2.6.0	4.1	1.9.1	none	1.9.1	none	OK	last-resolved-via:new-via-initialize;overloads:4;inherited-new-via-initialize:Exception
KeyError	i	receiver	KeyError.md	36	-	-	2.5	4.0	direct	2.5.0	4.1	2.5.0	none	2.5.0	none	OK	
KeyError	i	key	KeyError.md	52	-	-	2.5	4.0	direct	2.5.0	4.1	2.5.0	none	2.5.0	none	OK	
LoadError	i	path	LoadError.md	21	-	-	2.0.0	4.0	direct	2.0.0	4.1	2.0.0	none	2.0.0	none	OK	
LocalJumpError	i	exit_value	LocalJumpError.md	21	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
LocalJumpError	i	reason	LocalJumpError.md	46	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Marshal	o	dump	Marshal.md	14	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Marshal	o	load	Marshal.md	67	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Marshal	o	restore	Marshal.md	68	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
MatchData	i	[]	MatchData.md	16	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	overloads:4;alias-union:MatchingData
MatchData	i	match	MatchData.md	71	-	-	3.1	4.0	alias-union:MatchingData	3.1	4.1	3.1	none	3.1	none	OK	overloads:2;alias-union:MatchingData
MatchData	i	match_length	MatchData.md	97	-	-	3.1	4.0	alias-union:MatchingData	3.1	4.1	3.1	none	3.1	none	OK	overloads:2;alias-union:MatchingData
MatchData	i	begin	MatchData.md	122	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	overloads:2;alias-union:MatchingData
MatchData	i	end	MatchData.md	166	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	overloads:2;alias-union:MatchingData
MatchData	i	captures	MatchData.md	210	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	deconstruct	MatchData.md	212	-	-	3.2	4.0	alias-union:MatchingData	3.2	4.1	3.2	none	3.2	none	OK	alias-union:MatchingData
MatchData	i	deconstruct_keys	MatchData.md	233	-	-	3.2	4.0	alias-union:MatchingData	3.2	4.1	3.2	none	3.2	none	OK	alias-union:MatchingData
MatchData	i	length	MatchData.md	254	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	size	MatchData.md	255	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	offset	MatchData.md	264	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	overloads:2;alias-union:MatchingData
MatchData	i	byteoffset	MatchData.md	315	-	-	3.2	4.0	alias-union:MatchingData	3.2	4.1	3.2	none	3.2	none	OK	overloads:2;alias-union:MatchingData
MatchData	i	bytebegin	MatchData.md	352	-	-	3.4	4.0	alias-union:MatchingData	3.4	4.1	3.4	none	3.4	none	OK	overloads:2;alias-union:MatchingData
MatchData	i	byteend	MatchData.md	386	-	-	3.4	4.0	alias-union:MatchingData	3.4	4.1	3.4	none	3.4	none	OK	overloads:2;alias-union:MatchingData
MatchData	i	post_match	MatchData.md	422	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	pre_match	MatchData.md	433	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	string	MatchData.md	444	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	to_a	MatchData.md	455	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	to_s	MatchData.md	466	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	inspect	MatchData.md	475	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	values_at	MatchData.md	493	-	-	1.8.6	4.0	alias-union:MatchingData	1.8.7	4.1	none	none	none	none	OK	alias-union:MatchingData
MatchData	i	names	MatchData.md	514	-	-	1.9.1	4.0	alias-union:MatchingData	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	alias-union:MatchingData;ladder-gap-1.9.1-1.9.3
MatchData	i	regexp	MatchData.md	528	-	-	1.9.1	4.0	alias-union:MatchingData	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	alias-union:MatchingData;ladder-gap-1.9.1-1.9.3
MatchData	i	hash	MatchData.md	537	EMPTY	-	1.8.6	4.0	inherited:Kernel	1.9.3	4.1	none	none	none	none	OK	last-resolved-via:alias-union:MatchingData;inherited:Kernel
MatchData	i	eql?	MatchData.md	542	EMPTY	-	1.8.6	4.0	inherited:Kernel	1.9.3	4.1	none	none	none	none	OK	last-resolved-via:alias-union:MatchingData;inherited:Kernel
MatchData	i	==	MatchData.md	544	EMPTY	-	1.8.6	4.0	inherited:Kernel	1.9.3	4.1	none	none	none	none	OK	last-resolved-via:alias-union:MatchingData;inherited:Kernel
MatchData	i	named_captures	MatchData.md	580	-	-	2.4	4.0	alias-union:MatchingData	2.4.0	4.1	2.4.0	none	2.4.0	none	OK	overloads:2;alias-union:MatchingData
Math	o	acos	Math.md	21	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	asin	Math.md	41	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	atan	Math.md	61	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	atan2	Math.md	79	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	acosh	Math.md	114	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	asinh	Math.md	132	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	atanh	Math.md	148	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	cos	Math.md	168	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	sin	Math.md	186	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	tan	Math.md	204	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	cosh	Math.md	222	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	sinh	Math.md	238	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	tanh	Math.md	254	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	erf	Math.md	272	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	erfc	Math.md	288	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	exp	Math.md	304	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	expm1	Math.md	332	-	-	4.0	4.0	direct	4.0	4.1	4.0	none	4.0	none	OK	
Math	o	frexp	Math.md	365	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	hypot	Math.md	380	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	ldexp	Math.md	397	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	log	Math.md	413	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Math	o	log2	Math.md	440	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Math	o	log10	Math.md	462	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	log1p	Math.md	483	-	-	4.0	4.0	direct	4.0	4.1	4.0	none	4.0	none	OK	
Math	o	sqrt	Math.md	515	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Math	o	cbrt	Math.md	546	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Math	o	gamma	Math.md	583	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Math	o	lgamma	Math.md	629	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Method	i	clone	Method.md	91	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Method	i	[]	Method.md	109	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Method	i	call	Method.md	110	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:2
Method	i	===	Method.md	112	EMPTY	-	1.8.6	4.0	inherited:Kernel	2.5.0	4.1	none	none	none	none	OK	last-resolved-via:direct;inherited:Kernel
Method	i	<<	Method.md	141	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Method	i	>>	Method.md	183	-	-	2.6	4.0	direct	2.6.0	4.1	2.6.0	none	2.6.0	none	OK	
Method	i	arity	Method.md	225	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Method	i	inspect	Method.md	264	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Method	i	to_s	Method.md	265	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Method	i	to_proc	Method.md	352	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Method	i	unbind	Method.md	368	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Method	i	==	Method.md	384	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Method	i	eql?	Method.md	385	EMPTY	-	1.8.6	4.0	inherited:Kernel	1.9.3	4.1	none	none	none	none	OK	last-resolved-via:direct;inherited:Kernel
Method	i	hash	Method.md	400	EMPTY	-	1.8.6	4.0	inherited:Kernel	1.9.3	4.1	none	none	none	none	OK	last-resolved-via:direct;inherited:Kernel
Method	i	name	Method.md	413	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	
Method	i	owner	Method.md	428	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	
Method	i	box	Method.md	447	-	-	4.0	4.0	direct	4.0	4.1	4.0	none	4.0	none	OK	
Method	i	receiver	Method.md	454	-	-	1.8.7	4.0	direct	1.8.7	4.1	none	none	none	none	INFO_1_8_7	
Method	i	source_location	Method.md	470	-	-	1.9.1	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.1	none	MISMATCH_SINCE	ladder-gap-1.9.1-1.9.3
Method	i	parameters	Method.md	493	-	-	1.9.2	4.0	direct	1.9.3	4.1	1.9.3	none	1.9.3	none	INFO_1_9_2	
Method	i	curry	Method.md	523	-	-	2.2	4.0	direct	2.2.0	4.1	2.2.0	none	2.2.0	none	OK	overloads:2
Method	i	super_method	Method.md	553	-	-	2.2	4.0	direct	2.2.0	4.1	2.2.0	none	2.2.0	none	OK	
Method	i	original_name	Method.md	578	-	-	2.1	4.0	direct	2.1.0	4.1	2.1.0	none	2.1.0	none	OK	
Method	i	public?	Method.md	593	-	-	3.1	3.1	direct	3.1	3.1	3.1	3.2	3.1	3.2	OK	
Method	i	protected?	Method.md	597	-	-	3.1	3.1	direct	3.1	3.1	3.1	3.2	3.1	3.2	OK	
Method	i	private?	Method.md	601	-	-	3.1	3.1	direct	3.1	3.1	3.1	3.2	3.1	3.2	OK	
Module	s	constants	Module.md	10	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	s	nesting	Module.md	24	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	s	new	Module.md	38	-	-	1.8.6	4.0	new-via-initialize	1.8.7	4.1	none	none	none	none	OK	overloads:2;new-via-initialize
Module	s	used_modules	Module.md	71	-	-	2.4	4.0	direct	2.4.0	4.1	2.4.0	none	2.4.0	none	OK	
Module	s	used_refinements	Module.md	94	-	-	3.2	4.0	direct	3.2	4.1	3.2	none	3.2	none	OK	
Module	i	<=>	Module.md	123	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	<	Module.md	159	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	<=	Module.md	194	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	>	Module.md	229	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	>=	Module.md	264	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	===	Module.md	299	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	ancestors	Module.md	321	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	attr	Module.attr.md	1	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	overloads:3
Module	i	attr_accessor	Module.attr.md	37	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	attr_reader	Module.attr.md	63	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	attr_writer	Module.attr.md	86	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	autoload	Module.md	345	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	autoload?	Module.md	410	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	class_variables	Module.md	442	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
Module	i	const_defined?	Module.md	462	-	-	1.8.6	4.0	direct	1.8.7	4.1	none	none	none	none	OK	
